Deutsch,English
brunnen ,spring
toby ,toby
sandy ,sandy
lampe ,lamp
craig ,Craig
jagt ,hunting
eigentum ,property
diebstahl ,theft
spenden ,donate
betrieb ,operation
gemeinsame ,common
absurd ,absurd
gegensatz ,contrast
frühling ,spring
dünn ,thin
ausland ,abroad
schultern ,Shoulders
entwicklung ,development
vergehen ,pass
ahnen ,suspect
verbessern ,improve
herzog ,duke
diskussion ,discussion
gehalt ,salary
lemon ,lemon
freak ,freak
glocke ,Bell jar
forschung ,research
geradeaus ,straight ahead
fette ,fat
iris ,iris
rechnungen ,bills
kasse ,checkout
tödlich ,fatal
tieren ,tales
ian ,Ian
oberfläche ,surface
gitarre ,guitar
bedienen ,serve
#VALUE!,#VALUE!
zwang ,obligation
marsh ,Marsh
politiker ,Politician
bären ,bear
vereint ,united
irgendeiner ,Someone
subcentral.de ,subcentral.de
ward ,ward
besuche ,visits
schreckliches ,terrible
schoss ,lap
collins ,collins
werkzeug ,tool
kranken ,suffer
neffe ,nephew
sue ,sue
dauerte ,took
brooklyn ,Brooklyn
lebenden ,living
bevölkerung ,population
hergebracht ,brought up
just ,just
durchziehen ,pull through
gepackt ,packed
service ,service
furchtbare ,terrible
liebster ,lovely
flieger ,plane
vorschriften ,regulations
beherrschen ,command
guy ,guy
detail ,detail
ausgewählt ,selected
herunter ,down
schriftsteller ,writer
wärt ,would
kümmer ,careless
andererseits ,on the other hand
bay ,bay
gene ,genes
shuttle ,shuttle
üblich ,usual
entführen ,kidnap
ike ,Ike
jury ,jury
box ,box
ausgedacht ,thoughtful
freddy ,freddy
partys ,parties
rausgefunden ,found out
plant ,plans
feige ,cowardly
gesungen ,sung
möbel ,furniture
bewährung ,probation
schieße ,shooting
umgeben ,surround
berater ,advisor
e-mail ,e-mail
bailey ,Bailey
zoo ,zoo
gedicht ,poem
lorelai ,Lorelai
bellt ,barking
vorschlagen ,suggest
genießt ,enjoy
baseball ,baseball
locken ,lure
ooh ,ooh
trennung ,separation
lautsprecher ,speaker
ticket ,ticket
umwerfend ,stunning
kanzlei ,chancellery
wahres ,true
zufolge ,according to
come ,come
hebt ,lifting
anschlag ,attack
timing ,timing
kid ,kid
tucker ,tucker
befehlen ,command
etage ,floor
dazwischen ,between
jules ,Jules
heisst ,is called
objekt ,object
bedaure ,regret
wobei ,where
kokain ,cocaine
strategie ,strategy
freundes ,friend
wolken ,clouds
gräfin ,countess
bruno ,bruno
getreten ,kicked
cal ,cal
pardon ,pardon
genosse ,comrade
ungut ,unexpectedly
verteilen ,distribute
fuchs ,Fox
day ,day
organisiert ,organized
bla ,bla
up ,up
world ,world
east ,East
löcher ,holes
aktiv ,active
hunter ,hunter
werfe ,throw
beantwortet ,answered
meist ,most of time
reis ,rice
hierhin ,here
scotch ,Scotch
überfahren ,run over
logisch ,logical
heather ,heather
französische ,French
bekannte ,acquaintance
episode ,episode
engagiert ,committed
manipuliert ,manipulated
zellen ,cells
are ,Are
blake ,blake
dienste ,services
sodass ,so that
volkes ,people
golf ,golf
janet ,Janet
schmeißen ,throw
grand ,grand
zurückgekehrt ,returned
eröffnet ,open
summt ,mash
unterrichten ,teach
verschaffen ,provide
verlobte ,fiancee
erfahrungen ,experiences
shit ,shit
persönlichkeit ,personality
gina ,gina
streichen ,cancel
offenen ,open
weisheit ,wisdom
vergeht ,passed
beruhig ,calm down
zielen ,aim
fans ,fans
wüsstest ,crowd test
ashley ,Ashley
schuldet ,owes
erhöhen ,increase
schönsten ,most beautiful
momente ,moments
adrian ,Adrian
kameraden ,comrades
eingebrochen ,broken into
amüsiert ,amused
erwähnte ,mentioned
mitch ,mitch
premierminister ,prime minister
geringste ,least
übernachten ,stay overnight
infiziert ,infected
goa ,Goa
dinner ,dinner
rieche ,smell
kredit ,credit
allison ,allison
lake ,lake
legal ,legal
merke ,notice
jubel ,jubilation
klänge ,sounds
größeren ,greater
bewacht ,guarded
vietnam ,Vietnam
lehren ,to teach
chandler ,Chandler
präsentieren ,present
nacken ,neck
auflegen ,hang up
vergangen ,past
fangt ,catches
hühner ,Chicken
hector ,hector
teal ,teal
sprengen ,bust
einsperren ,lock up
turner ,gymnast
zusammenhang ,connection
wahrer ,true
joan ,joan
marco ,Marco
breit ,broad
pfeife ,pipe
treibst ,drift
rannte ,ran
beschuldigt ,accused
set ,set
verlegt ,laid
überraschungen ,surprises
orleans ,Orleans
douglas ,Douglas
tauchen ,dive
verdanken ,owe
nadel ,needle
psst ,psst
gelacht ,laughtered
apfel ,apple
behilflich ,helpful
dreckskerl ,dirty
mitgefühl ,compassion
wichtigsten ,main
krieges ,war
wehe ,woe
hope ,hop
heirat ,marriage
exakt ,exactly
widerstehen ,resist
höchst ,maximum
zurückgelassen ,left behind
gespürt ,felt
methoden ,methods
interessantes ,interesting
sau ,sow
notaufnahme ,emergency department
verwandten ,relatives
jeffrey ,Jeffrey
trinkgeld ,tip
ermitteln ,determine
riechst ,smell
beach ,beach
sorte ,variety
kartoffeln ,potatoes
bo ,Bo
elefanten ,elephant
sichere ,safe
sämtliche ,all
gekündigt ,quit
vereinbarung ,agreement
harmlos ,harmless
weiber ,women
this ,This
dicken ,thicken
rauskommt ,comes out
old ,old
angestellten ,employee
datum ,date
bezug ,relation
kerzen ,candles
lawrence ,Lawrence
marsch ,march
benötigt ,needed
ermittlung ,detection
lagen ,lay
unbekannt ,unknown
gefressen ,eaten
brett ,board
manieren ,manners
han ,Han
enthält ,contains
anfing ,start
kümmerst ,careful
berühmte ,famous
schwieriger ,more difficult
piloten ,pilot
scherze ,joke
anfängt ,begins
läufst ,run
bekannten ,acquaintance
rasen ,race
empfehlen ,recommend
härter ,harder
geweckt ,aroused
befördert ,promoted
reiter ,equestrian
empfinden ,feel
j ,J
bereite ,prepare
täte ,do
benutzte ,used
halloween ,Halloween
abgesagt ,cancelled
down ,down
quasi ,so to say
kocht ,cooks
reingekommen ,came in
hupen ,honk
hinunter ,down
vorüber ,over
ausdrücken ,to express
reese ,Reese
elliot ,elliot
perfekten ,perfect
folgte ,followed
rebellen ,rebel
di ,di
hauptsächlich ,primarily
schuppen ,scales
braver ,braver
neill ,neiling
zwanzig ,twenty
berichtet ,reported
einrichtung ,furnishings
#VALUE!,#VALUE!
sensoren ,sensors
korrigiert ,corrected
houston ,Houston
richie ,Richie
verdächtig ,suspicious
legst ,put
aufgebracht ,upset
alternative ,alternative
experte ,expert
ferne ,distance
prinzip ,principle
holte ,fetched
richte ,judge
donald ,Donald
weisen ,point
ozean ,ocean
gelungen ,succeeded
natalie ,Natalie
esther ,Esther
abschaum ,scum
stevie ,stevie
überwacht ,supervised
schwierige ,difficult
ausgedrückt ,expressed
hastings ,hastings
notruf ,emergency call
riss ,crack
bremsen ,brake
häufig ,frequently
aktivieren ,activate
lloyd ,Lloyd
anstrengend ,stressful
antwortet ,replies
ais ,ais
verschwörung ,conspiracy
kellner ,waiter
startet ,starts
franklin ,Franklin
andermal ,elsewhere
humphrey ,Humphrey
evan ,Evan
lkw ,truck
erhält ,get
schmeißt ,throw
fürst ,Prince
carson ,Carson
perry ,perry
küsse ,kiss
gebet ,prayer
miranda ,Miranda
melancholische ,melancholic
räume ,rooms
riskiert ,risky
verhindert ,prevented
ausrede ,excuse
darling ,Darling
tüte ,bag
manhattan ,Manhattan
operiert ,operated
unfassbar ,incomprehensible
herrin ,mistress
hergestellt ,manufactured
lila ,purple
gerichtet ,directed
fordern ,demand
fischen ,fishing
kriminelle ,criminal
jenem ,that
verschafft ,gazed
#VALUE!,#VALUE!
anspruch ,claim
räuspert ,cleared
sid ,SID
unsichtbar ,invisible
keith ,keith
seth ,Seth
ersetzt ,replaced
ruby ,ruby
handtuch ,hand towel
yang ,yang
dale ,Dale
blödes ,stupid
doof ,dumb
wertvoll ,valuable
kardinal ,cardinal
jefferson ,Jefferson
kommunikation ,communication
operieren ,operate
problemen ,problems
aliens ,aliens
cameron ,Cameron
erik ,Erik
erkannte ,recognized
river ,river
loszuwerden ,get rid of
unnötig ,unnecessary
begleite ,accompany
analyse ,analysis
hochzeitstag ,wedding day
melodie ,melody
wehren ,defend
pablo ,pablo
romantische ,romantic
zurückrufen ,call back
rente ,pension
zeremonie ,ceremony
platte ,plate
now ,snow
ersatz ,substitute
mütze ,cap
veränderungen ,changes
zeugin ,witness
rührt ,stir
versichert ,insured
teilt ,Splits
russisch ,Russian
wundervolle ,wonderful
willy ,Willy
wiederhören ,listen to
passagiere ,passengers
diebe ,thieves
guckst ,look
fließt ,flows
elend ,misery
andauernd ,continuously
nicky ,nicky
ungeheuer ,enormous
fit ,fit
zeitverschwendung ,wastage
ansicht ,opinion
gefährliche ,dangerous
bell ,Bell
vierte ,fourth
verbrachte ,spent
zentimeter ,centimeter
trete ,step
politische ,political
interessen ,Interests
anlage ,attachment
anderson ,Anderson
autounfall ,car accident
gefangener ,Prisoner
aufstand ,revolt
schafe ,sheep
absolute ,absolute
kontakte ,contacts
trip ,trip
notizen ,notes
ausgegeben ,output
versorgt ,provided
gnaden ,grace
piraten ,pirate
eli ,Eli
stuart ,stuart
sowohl ,as well as
muskeln ,muscles
unwahrscheinlich ,unlikely
steak ,steak
japaner ,Japanese
spritze ,injection
there ,there
fesseln ,tie up
umarmen ,embrace
loser ,loser
begleitet ,accompanied
früheren ,earlier
ally ,Ally
wacht ,watch
morden ,murder
eingefallen ,fallen
fox ,fox
schneide ,cutting edge
weiten ,widen
times ,times
musiker ,Musician
reichweite ,Range
hood ,hood
maya ,Maya
handys ,cell phones
öffentlichen ,public
beleidigen ,insult
russischen ,Russian
gabriel ,Gabriel
glenn ,Glenn
erschien ,appeared
romeo ,romeo
wünsch ,wish
schach ,chess
explodieren ,explode
kater ,Male cat
wundern ,be surprised
französischen ,French
thompson ,Thompson
habs ,habit
beeinflussen ,influence
heult ,howling
hinfahren ,drive to
bedingung ,condition
empfinde ,feel
top ,Top
gemocht ,poisoned
heran ,up to
stella ,Stella
ärgern ,annoy
klingst ,sound
konkurrenz ,competition
erfordert ,requires
mädchens ,girl
unsicher ,unsure
festung ,fortress
runden ,round
detektiv ,detective
pastor ,pastor
kratzer ,scratch
junges ,young
melissa ,Melissa
gruselig ,creepy
flugzeuge ,aircraft
durchgeführt ,carried out
intelligenz ,intelligence
stieg ,rose
zugestimmt ,agreed
mutti ,mom
genieße ,genius
schützt ,protect
rückzug ,retreat
konzentriert ,concentrated
schäme ,ashamed
reserviert ,reserved
goldenen ,golden
bude ,booth
metall ,metal
kane ,cane
jacques ,jacques
nüchtern ,sober
absichten ,intent
south ,south
handschuhe ,gloves
erschießt ,shooting
arrangiert ,arranged
verwundet ,wounded
debbie ,debbie
bates ,Bates
anfühlt ,feels
drückt ,pressed
absagen ,cancel
behalt ,kept
einiger ,some
russische ,Russian
beeindrucken ,impress
düstere ,gloomy
geschäftlich ,business
egoistisch ,egotistical
mario ,Mario
rocky ,rocky
ranch ,ranch
pat ,patient
gerücht ,rumor
jen ,that
temperatur ,temperature
weggenommen ,taken away
tickets ,tickets
li ,Li
ablenken ,distract
verletzung ,injury
anwesend ,present
umlegen ,put down
einfachen ,simple
gehorchen ,to obey
gemalt ,painted
duncan ,duncan
räuber ,robber
adler ,Eagle
süßigkeiten ,sweets
lunge ,lung
zurückziehen ,withdraw
wyatt ,Wyatt
sonnenuntergang ,sunset
oper ,Opera
agentur ,Agency
kühe ,cows
aufräumen ,clean up
krach ,noise
sharon ,share
ablehnen ,refuse
graham ,Graham
pfeil ,arrow
unbekannte ,unknown
aussprechen ,express
route ,route
emotional ,emotionally
belästigen ,molest
kälte ,cold
sektor ,sector
blockiert ,blocked
öffentliche ,public
schweden ,Sweden
gates ,gates
häuptling ,chief
#VALUE!,#VALUE!
nummern ,numbers
dar ,dar
irrst ,wrong
leite ,lead
frosch ,frog
vorübergehend ,temporary
büchern ,books
mick ,mick
miese ,lousy
anfangs ,at first
verwandt ,related
gefährdet ,endangered
cola ,cola
falscher ,counterfeiter
kara ,kara
verängstigt ,frightened
quellen ,sources
republik ,republic
f ,F
us ,US
silber ,silver
aß ,ate
umschlag ,envelope
freust ,joy
hinsicht ,respect
ereignis ,event
beschissene ,shitty
vergraben ,bury
gebunden ,bound
marion ,Marion
ente ,duck
gläser ,glass
kommentar ,comment
doppelte ,double
boris ,boris
sanfte ,litter
gibbs ,gibbs
lola ,lola
buck ,hinge
zivilisation ,civilization
tiefen ,depths
reicher ,richer
verhaftung ,arrest
meldung ,report
bohnen ,bean
pfeifen ,Pipes
hall ,reverb
leon ,Leon
raketen ,rocket
gutem ,good
versetzen ,offset
ziege ,goat
löwe ,lion
cat ,cat
central ,Central
tötest ,killest
pierce ,pierce
privatsphäre ,privacy
j. ,j.
büßen ,pay off
kalten ,cold
eid ,oath
burschen ,guy
zweit ,second
unterscheiden ,differentiate
gerechnet ,expected
telegramm ,telegram
sprecht ,speaking
babysitter ,baby-sitter
pfad ,path
getanzt ,dancing
mafia ,mafia
verteidigt ,defend
abschalten ,switch off
wellen ,waves
besoffen ,drunk
diensten ,service
abschließen ,complete
angehalten ,stopped
doyle ,doyle
assistent ,assistant
ketten ,chain
reist ,rugged
merkst ,remark
bot ,bot
gwen ,gwen
inwiefern ,in what way
pille ,pill
bock ,desire
korb ,basket
herrschaften ,gentlemen
en ,en
bedauern ,regret
angefasst ,compatible
heißer ,hotter
aufrichtig ,sincere
conrad ,Conrad
versorgen ,take care of
sperren ,lock out
naiv ,naive
mauern ,wall
hugo ,Hugo
erweisen ,prove
zurücklassen ,leave behind
samurai ,samurai
hoffnungen ,hopes
feststellen ,notice
finch ,Finch
mandanten ,client
quartier ,quarters
philippe ,philippe
neidisch ,envious
alicia ,Alicia
chips ,crisps
zugelassen ,authorized
weibliche ,female
schlauer ,clever
vorwürfe ,accusations
aushalten ,endure
einschlafen ,fall asleep
transport ,transport
laptop ,Laptop
arrangieren ,arrange
städte ,cities
vorzustellen ,to present
unterm ,under
flash ,flash
u-bahn ,Subway
status ,status
bond ,bond
stephanie ,Stephanie
zweifellos ,undoubtedly
rückwärts ,backward
chffff ,CHFFFF
skandal ,scandal
angebracht ,appropriate
pressen ,press
tschuldigung ,Sorry
papierkram ,paperwork
trat ,kicked
gemeinschaft ,community
instinkt ,instinct
flitterwochen ,honeymoon
narbe ,scar
kombination ,combination
vorgesetzten ,superior
ausprobieren ,try
solcher ,such
sexuelle ,sexual
geliebter ,lover
julien ,Julien
lauren ,lauren
ignoriert ,ignored
leslie ,leslie
zogen ,pulled
zahnarzt ,dentist
gelitten ,suffered
zutritt ,access
vergewaltigung ,rape
drehe ,turn
ertrage ,stem
andern ,change
streich ,Prank
kichert ,giggle
sternenflotte ,star fleet
kreaturen ,creatures
reif ,ripe
übermorgen ,the day after tomorrow
dicker ,thicker
got ,got
nest ,nest
but ,but
angerichtet ,served
verklagen ,Sue
helm ,helmet
bingo ,bingo
vergleichen ,compare
schweiz ,Switzerland
bemerken ,notice
herbst ,autumn
meredith ,Meredith
zurückholen ,bring back
nazis ,Nazis
stamm ,tribe
auswahl ,selection
braves ,braves
sichergehen ,play it safe
antreten ,compete
lester ,Lester
vorstand ,board
sdi ,SDI
robbie ,Robbie
organisieren ,organize
tank ,tank
let ,Let
besprechung ,meeting
studium ,studies
gossip ,gossip
kreditkarte ,Credit card
schwuchtel ,fold
profil ,profile
donner ,thunder
drake ,drake
schrecken ,scare
stall ,barn
saßen ,sat
quitt ,quot
hotels ,hotels
respektiere ,respect
kandidaten ,candidate
schulen ,schools
crane ,crane
geschäftsmann ,businessman
arnold ,Arnold
läutet ,ring
lachst ,laughs at
champion ,champion
unverständlich ,incomprehensible
ermorden ,to murder
betracht ,considered
schadet ,harmful
fester ,firm
aah ,Aah
rühren ,stir
geregelt ,regulated
unterbrochen ,interrupted
angesicht ,face
kriminellen ,criminal
when ,While
helena ,Helena
einzelheiten ,details
anlügen ,lie
beschütze ,protect
stattfinden ,take place
dads ,dads
fortschritt ,progress
gelingt ,succeed
feierabend ,quitting time
feste ,feast
burger ,citizens
spannend ,exciting
deputy ,deputy
einnehmen ,take in
schalte ,shot
passwort ,password
würstchen ,hot dog
mittlerweile ,in the meantime
aufzugeben ,give up
führst ,lead
harper ,Harper
zivilisten ,civilian
ewige ,eternal
emotionen ,emotions
beurteilen ,judge
käufer ,buyer
stars ,stars
erwachsenen ,adult
division ,division
aufzunehmen ,pick up
booth ,boooth
werft ,shipyard
ältere ,older
banken ,banks
kätzchen ,kitten
option ,option
heiratest ,marriage
rettete ,saved
aufstellen ,set up
husten ,cough
schublade ,drawer
gestürzt ,overthrown
seattle ,Seattle
ankommt ,arrive
befragt ,interviewed
buchstaben ,letters
spielten ,play
gestiegen ,gone up
abgefahren ,crazy
gewaschen ,washed
anzunehmen ,accept
rob ,rob
anzahl ,number
zombies ,zombies
have ,have
anhänger ,trailer
gewisser ,certain
vorkommen ,happen
festnehmen ,arrest
willow ,Willow
medizinischen ,medical
kern ,core
offene ,open
gefeiert ,celebrated
anschließen ,connect
rico ,rico
clarke ,Clarke
erfindung ,invention
besserer ,better
autopsie ,autopsy
rucksack ,backpack
zwingt ,forced
gnädige ,merciless
einsamkeit ,lonliness
gesprungen ,jump
t-shirt ,T-shirt
geopfert ,sacrificed
lena ,lena
beiseite ,aside
umgekehrt ,vice versa
geschworenen ,jury
draussen ,outside
ausgesprochen ,pronounced
beseitigen ,remove
burg ,Castle
ausführen ,carry out
gesperrt ,blocked
carla ,Carla
irrer ,crazy
drehte ,turned
ersparen ,save
force ,force
frech ,cheeky
einziehen ,move in
kira ,Kira
hot ,hot
genehmigung ,permit
tankstelle ,Gas station
versteckte ,hidden
interessanter ,more interesting
schneider ,cutter
gelb ,yellow
et ,et
gefährden ,endanger
handtasche ,purse
urteilen ,to judge
erhöht ,elevated
preise ,Prices
bumm ,boom
unbekannten ,unknown
gelten ,apply
life ,life
butler ,butler
möglichst ,if possible
münze ,coin
singe ,sing
saison ,season
andrea ,Andrea
partnerin ,partner
haltung ,attitude
vollidiot ,dumbass
fasst ,summarized
winston ,Winston
minus ,minus
pflichten ,duties
spar ,spar
demselben ,the same
ruhestand ,retirement
versteckst ,hidden
kai ,quay
bewachen ,guard
oz ,oz
vera ,vera
anhörung ,hearing
lieder ,Songs
miguel ,Miguel
dreckig ,dirty
verbreiten ,spread
wei ,white
sch ,shine
carmen ,Carmen
first ,first
schenke ,Donate
wölfe ,wolve
erholen ,recover
bedenkt ,consideration
blutet ,bleeding
freddie ,freddie
beschweren ,complain
schmeiß ,throw
gauner ,rogue
verursachen ,cause
elvis ,Elvis
produkt ,product
cathy ,Cathy
tafel ,blackboard
kacke ,shit
versammelt ,gathered
sandra ,Sandra
regelmäßig ,regularly
geschrei ,shouting
ruder ,rudder
allah ,Allah
vollen ,full
aktivitäten ,activities
wohnte ,lived
kaninchen ,Rabbits
systeme ,systems
orange ,orange
platten ,plates
rex ,Rex
y ,y
geliehen ,borrow
befolgen ,follow
belästigt ,molested
hongkong ,Hong Kong
zombie ,zombie
vorgeht ,proceeds
heißes ,hot
überprüfe ,check
veröffentlicht ,published
erschieß ,shooting
mahlzeit ,have a good meal
offizielle ,official
yorker ,yorker
angie ,angie
aufbrechen ,break open
überlasse ,leaf
get ,get
kenntnis ,knowledge
beschissenen ,shitty
trevor ,Trevor
verbindet ,connected
sanitäter ,paramedic
überraschend ,surprised
geantwortet ,answered
droht ,threatens
italienisch ,Italian
verhör ,interrogation
größeres ,greater
klagen ,complain
dichter ,poet
großartiger ,great
gratis ,free
fürchtet ,feared
abzuholen ,pick up
gefühlen ,emotions
beschäftigen ,occupy
unglaubliche ,incredible
selbe ,same
barnes ,barnes
spürt ,feel
funkgerät ,radio
abgegeben ,handed over
laurel ,Laurel
angemessen ,appropriate
ohnehin ,anyway
chinesisch ,Chinese
orden ,medal
angeheuert ,hired
wählt ,chooses
lustige ,funny
abhängen ,depend
vierten ,fourth
tanner ,Tanner
schläge ,blows
zögern ,hesitate
bezeichnen ,describe
seltsames ,strange
beruflich ,professionally
un ,U.N
bedeckt ,covered
anzufangen ,start
geraucht ,smuggled
töteten ,killed
begeben ,go
verständlich ,understandable
pop ,pop
merkte ,noticed
infektion ,infection
kitty ,kitty
entspricht ,corresponds
winkel ,angle
experten ,Experts
betten ,beds
boxen ,box
torte ,cake
austausch ,exchange
aufregen ,excite
vermuten ,assume
geheimdienst ,intelligence
schlangen ,snakes
erholt ,recovered
zach ,cheek
überzeugend ,convincing
prue ,prue
genick ,neck
wuchs ,growth
autorität ,authority
schinken ,ham
wien ,Vienna
langes ,long
sookie ,Sookie
zoey ,zoey
fetten ,fat
hai ,shark
binden ,tie
erpressung ,blackmail
derzeit ,currently
getäuscht ,deceived
buddy ,buddy
keines ,none
sammlung ,collection
anruft ,call
tauchte ,dive
weist ,wisely
ergreifen ,grab
frohes ,happy
hänge ,slopes
bewohner ,resident
entschied ,decided
supermarkt ,Supermarket
offiziere ,officer
verwandte ,related
schwachkopf ,Moron
antoine ,Antoine
irak ,Iraq
rangehen ,go
naomi ,Naomi
kündigen ,quit
geldes ,money
dealer ,dealer
könige ,king
army ,army
#VALUE!,#VALUE!
agnes ,Agnes
priorität ,priority
beförderung ,promotion
kranke ,sick person
eifersucht ,jealousy
way ,way
heutige ,today
sprang ,jump
kürze ,brevity
polen ,Poland
erbärmlich ,miserable
erfasst ,recorded
besonderer ,special
good ,good
geräte ,devices
tanze ,dance
königliche ,Royal
durchmachen ,go through
dallas ,Dallas
verschwendet ,wasted
kennedy ,kennedy
uld ,uuld
alec ,alec
akzeptiere ,accept
ausgeschaltet ,switched off
ufer ,riverbank
risiken ,risks
schrie ,scream
beeinflusst ,influenced
hal ,hal
aussiehst ,looks
ausgebildet ,educated
bezirk ,district
herrje ,Mr.
beauftragt ,instructed
geschützt ,protected
abgeschnitten ,cut off
qualität ,quality
henker ,hangman
ausgezogen ,moved out
versichern ,assure
gewinnst ,win
navy ,navy
schmidt ,Schmidt
beschloss ,decided
batman ,Batman
sun ,sun
kapierst ,cap
scheibe ,disc
veronica ,veronica
rosie ,rosie
pedro ,pedro
konferenz ,conference
länder ,countries
flecken ,stains
fur ,for
neal ,neal
sonnenaufgang ,sunrise
reed ,reed
braun ,brown
diagnose ,diagnosis
paranoid ,paranoid
weltraum ,space
adams ,Adams
vorbild ,example
halle ,Hall
wandern ,hike
fisher ,fisher
frost ,frost
gehandelt ,traded
hawaii ,Hawaii
kabine ,cabin
chefin ,boss
porter ,porter
römer ,Roman
weinst ,cryst
bäumen ,trees
simpson ,Simpson
datenbank ,Database
suchten ,searched for
gesegnet ,blessed
teilnehmen ,participate
umbringt ,kill
claude ,Claude
blonde ,blonde
bunker ,bunker
mieser ,lousy
löffel ,spoon
geteilt ,divided
klaren ,clear up
bree ,Bree
abhängig ,dependent
überlebenden ,survive
worf ,Worf
geeignet ,suitable
hindern ,prevent
fahrstuhl ,elevator
ausgeht ,go out
mylady ,mylady
flagge ,flag
komplette ,complete
hing ,hung
italiener ,Italian
disziplin ,discipline
erzogen ,behaved
harvard ,Harvard
kongress ,congress
eingezogen ,moved in
kurzer ,shorter
schirm ,umbrella
merlin ,Merlin
charme ,charm
vorlesen ,read aloud
gefährlicher ,more dangerous
mitfahren ,ride along
maurice ,Maurice
anzeigen ,show
d. ,d.
schieb ,slide
empfindlich ,sensitive
parken ,park
koche ,cooking
gestrichen ,painted
berühmten ,famous
manchen ,some
klopf ,tap
zorro ,zorro
reichlich ,abundant
lügnerin ,liar
mode ,Fashion
songs ,songs
breche ,breeze
ausgeraubt ,robbed
hahn ,faucet
wußte ,knew
krachen ,crash
spürte ,felt
versammlung ,Assembly
folter ,torture
speck ,bacon
bedrohliche ,threatening
piept ,beeps
verbreitet ,spread
nolan ,Nolan
tore ,Gates
t. ,t.
vorräte ,Stocks
saal ,room
wirtschaft ,business
fremd ,foreign
mehrmals ,several times
generationen ,generations
coole ,cool
kaufst ,buy
abbrechen ,cancel
seife ,soap
herde ,herd
zwerg ,dwarf
brandon ,Brandon
z.b. ,e.g.
neffen ,nephew
festgehalten ,recorded
ablenkung ,diversion
totale ,total
herrscher ,Ruler
überstehen ,survive
sprengstoff ,explosive
mikey ,mikey
erdbeben ,earthquake
level ,level
australien ,Australia
figuren ,characters
älteren ,older
lynn ,lynn
po ,buttock
theo ,theo
spinnt ,spoils
gleichgewicht ,balance
schalter ,switch
kumpels ,buddies
zuneigung ,affection
rollstuhl ,wheelchair
bienen ,bees
mischen ,Mix
hauptstadt ,capital city
koks ,coke
piepen ,beep
langem ,long
umsehen ,look around
gelegen ,located
em ,em
banditen ,bandit
hasste ,hasty
getestet ,tested
camille ,Camille
brody ,brody
dosis ,dose
glaubten ,believed
somit ,thus
ernähren ,feed
hacken ,chop
kammer ,chamber
lenny ,Lenny
roll ,roller
bezaubernd ,adorable
wiederholt ,repeated
zueinander ,to each other
tattoo ,tattoo
melanie ,melanie
einschließlich ,including
randall ,margin
finsternis ,darkness
wallace ,Wallace
betrachte ,look at
schmerzt ,painful
gelehrt ,taught
gewechselt ,changed
menschliches ,human
redete ,talked about
frühen ,early
voyager ,voyager
caleb ,Caleb
entdeckte ,discovered
wirkte ,worked
versprichst ,promise
scheine ,shine
transporter ,van
n. ,n.
moderne ,modernity
elijah ,Elijah
wilder ,wild
abgelenkt ,distracted
abzug ,deduction
north ,north
becher ,mug
sicherstellen ,to ensure
e. ,e.
anweisung ,instruction
klettern ,climb
fingern ,finger
geste ,gesture
spürst ,feel
privatleben ,private life
zusammenarbeit ,cooperation
hinauf ,up
si ,si
tokio ,Tokyo
sicherheitsdienst ,security service
kaugummi ,chewing gum
weltkrieg ,World War II
huren ,whores
foster ,foster
gemeinsamen ,common
garantieren ,to guarantee
wells ,wells
ln ,ln
antonio ,Antonio
kommunizieren ,communicate
cm ,cm
marc ,marc
blieben ,stayed
technisch ,technically
frühstücken ,have breakfast
ve ,ve
khan ,khan
billiger ,cheaper
elaine ,Elaine
standort ,location
wagt ,daring
leugnen ,deny
beißt ,biting
landung ,landing
ernste ,serious
schockiert ,shocked
esst ,eat
begleitung ,accompaniment
allianz ,alliance
vermutet ,supposed
echo ,echo
herstellen ,produce
lars ,lars
lokal ,local
sklave ,slave
honig ,honey
videos ,videos
verkehrt ,upset
göttin ,goddess
segeln ,sailing
bewahrt ,saved
cass ,cass
hinterließ ,left behind
ganzer ,whole
cody ,cody
doris ,doris
verurteilen ,condemn
höchsten ,highest
#VALUE!,#VALUE!
privaten ,private
burke ,Burke
v ,V
begegnung ,encounter
steige ,climb
feuerwehr ,fire department
apollo ,Apollo
beginne ,start
ähnliches ,similar
stevens ,Stevens
grauen ,horror
wärter ,guard
gewann ,won
vertreter ,representative
starker ,stronger
liebend ,loving
marge ,margin
schoß ,lap
serviert ,served
heilig ,holy
bißchen ,a little
security ,security
genaue ,precise
wally ,Wally
gewaltig ,enormous
knoten ,node
begriffen ,understood
klarstellen ,clear
chwhite ,Chghite
hinrichtung ,execution
überwinden ,overcome
ablegen ,take off
einfällt ,Insert
wundert ,wonders
stimmte ,agreed
drohen ,threaten
madison ,Madison
entgehen ,escape
stundenlang ,for hours
hausmeister ,building superintendent
helikopter ,helicopter
beverly ,Beverly
puppen ,dolls
aussah ,looked
night ,night
beobachte ,observe
check ,check
juwelen ,jewel
bogen ,arc
duft ,scent
ankam ,arrived
respektiert ,respected
non ,non
schein ,glow
gewehre ,rifle
kellnerin ,Waitress
vertraulich ,confidential
insgesamt ,in total
ächzen ,groan
untersuchungen ,studies
fliegst ,fly
platt ,flat
aufrecht ,upright
geprüft ,checked
hammond ,Hammond
bedient ,served
mangel ,shortage
hoher ,higher
knien ,kneel
hobby ,hobby
ling ,ling
ivan ,Ivan
nachtisch ,dessert
kollegin ,co-worker
edwards ,Edwards
